train_loss,val_loss
0.8207035327071779,0.8158031401180086
0.7708191425321205,0.798762389591762
0.7280912543312784,0.7683266591458093
0.6884941129307998,0.7515076308023362
0.6537963317341782,0.7311401185535249
0.6226073559106252,0.7131934881210327
0.5928598921835138,0.7278921734719049
0.5674267088967647,0.6857658442996797
0.5415181705826208,0.6763426445779346
0.5227383971214294,0.6645794632888976
0.501872088777962,0.6516989401408604
0.4827043677916367,0.6516588108880179
0.4684397951837932,0.6460708538691203
0.4503945859425376,0.6297039264724368
0.43515232276688354,0.6217543437367394
0.42250376540507995,0.6161113387062436
0.40755901909901193,0.6089235612324306
0.39642437479712744,0.6117891294615609
0.3853651681585175,0.5953910231590271
0.37456244216010903,0.5961686347212111
0.36373350444878116,0.587748330547696
0.35488757619447114,0.5846532004220145
0.3466374207484095,0.5797534235886165
0.3377645616040846,0.5722351766767956
0.32899293588679374,0.5734847398031325
0.3237176644459866,0.5661236081804548
0.3151821794977599,0.5677322450138274
0.3085663557480397,0.5599106283414932
0.30193083465954906,0.5561236960547311
0.2960803078122116,0.558849196774619
0.2893808228832683,0.5562388249805995
0.2844968290562835,0.547969651222229
0.27847739669124477,0.5465006757350195
0.27396877088615196,0.5452988420213972
0.26939332221398515,0.5430158984093439
0.2640139866958965,0.5410702637263707
0.26006739832567827,0.5418621500333151
0.2555969180672933,0.5374620040257772
0.2509732711258117,0.5366992490632193
0.24711868366556305,0.5338548223177592
0.24328677363372875,0.5333817076115381
0.24019108584337828,0.5319630489462898
0.23684166443119778,0.530422573146366
0.23356809926945626,0.5289587574345725
0.22926064698319687,0.5272475864206042
0.22753836171763936,0.5257023862430028
0.22383544212608247,0.5228624324003855
0.22195898367172223,0.5229201607760929
0.21780605935023734,0.5193480511506399
0.21633200040844638,0.5295085327965873
0.21245723114344492,0.5192656545411973
0.2104062455835525,0.5232463427952357
0.20832097573143443,0.5179954520293645
0.20660717250627764,0.5199550861404055
0.20321018459123857,0.5151369600068956
0.20112974692189522,0.5160082084792
0.19936011638937956,0.5121318893773216
0.1962566467706096,0.513922012136096
0.19526110753488313,0.5101212569645472
0.19279582463383105,0.5087825272764478
0.1908398689835836,0.5076107706342424
0.189072337447171,0.5079021184217363
0.187238631279845,0.507457142784482
0.1857710109230434,0.5049676279226939
0.18375277283944583,0.5041006042843773
0.1825992037234694,0.5113682423319136
0.18067105670579883,0.5038134089538029
0.1788837460524728,0.5096291539214907
0.177267500373165,0.5015938435282026
0.17594728351494912,0.5067045915694464
0.17490808002686387,0.5010229116394407
0.17292829998657464,0.5045808752377828
0.17238788085691095,0.5056054095427195
0.16996563372144288,0.5001854757467906
0.16886422579938715,0.4986585103330158
0.16790429071376198,0.49838349365052725
0.16648264207908411,0.49874404612041656
0.16530311977464046,0.4984988368692852
0.16375891486423438,0.49754280618258884
0.16281260350389343,0.49928532753671917
0.16129392741969897,0.49533854779743014
0.16071641523587077,0.49395671841644107
0.15935697460003448,0.4984395058382125
0.15801046838600669,0.4928743220510937
0.15719096997137846,0.49420751617068337
0.15609902471446535,0.49506258992921737
0.1552871886337773,0.49700616200764974
0.1540085639822426,0.4923713252657936
0.153081702416023,0.4910223200207665
0.15206036927026995,0.49486405962989444
0.1518055887170956,0.4924340744813283
0.14994964688018178,0.49750407650357203
0.14903091813959002,0.49133704389844624
0.14935461185765608,0.49178921097800843
0.14713508254318147,0.49106723410742625
0.1468860439991837,0.4926740575404394
0.14566278279398046,0.4876513940947396
