predicted_phenotype,observed_phenotype
-0.13000883162021637,0.23293237388134003
0.1617600917816162,0.2642839252948761
-0.7006345391273499,0.23120321333408356
0.1703166663646698,1.0184884071350098
-0.412502646446228,-0.4056040346622467
-0.4565262794494629,-1.1732401847839355
-0.2791125476360321,0.1334930956363678
0.3249557614326477,0.32518285512924194
0.2872541546821594,0.32696831226348877
-0.3138901889324188,-0.8118429183959961
0.39347440004348755,0.4853186011314392
1.2050840854644775,0.22721129655838013
-0.5313707590103149,0.12632516026496887
-0.001874646171927452,0.10777345299720764
-0.2320277988910675,-0.3173488974571228
0.2042502760887146,-0.6892290115356445
0.2700633704662323,-0.12830176949501038
-0.026523590087890625,0.37944066524505615
-0.5136508941650391,-0.14896012842655182
-0.48470765352249146,-0.09361350536346436
-0.8406394124031067,-0.454728364944458
-0.60895836353302,-0.35694125294685364
0.08998358249664307,-0.8539004921913147
-1.0807218551635742,-0.5607213377952576
0.5057976841926575,-0.6328983306884766
0.36716651916503906,0.3418656587600708
-0.45103177428245544,0.6554365158081055
-0.2507782280445099,-0.4040977358818054
0.39451026916503906,-0.0455130897462368
-0.3492765426635742,-1.3059481382369995
-1.2536698579788208,-2.084219217300415
-1.269599199295044,-1.373060703277588
-0.1995849311351776,-0.469294011592865
-0.7374650835990906,-1.3980830907821655
-0.005592972040176392,0.2284156233072281
-0.5823792219161987,-0.43095362186431885
0.9613606929779053,1.225414514541626
-1.0306494235992432,-0.23287543654441833
-0.7958057522773743,-0.9375758171081543
-0.4604569673538208,-0.9257683753967285
0.14283129572868347,-0.04425399750471115
-0.37347108125686646,-0.38324248790740967
-1.2004191875457764,-1.5356049537658691
0.10978862643241882,-0.6628842949867249
-0.23143471777439117,-0.35789060592651367
-0.6204830408096313,-0.3540905714035034
-0.7340366840362549,-0.7295712828636169
-0.26070040464401245,-0.8466091156005859
1.0213817358016968,1.135179042816162
0.04928994178771973,-0.937532901763916
-0.3876577615737915,-0.5958766341209412
-0.22854205965995789,-0.27836018800735474
0.23752474784851074,-0.18766804039478302
0.48691225051879883,0.5475157499313354
0.17987869679927826,-0.546113908290863
-0.3848693072795868,-0.6083328127861023
0.5522519946098328,0.1875944286584854
-0.36061668395996094,-0.7650766968727112
-0.8796781301498413,-0.23756515979766846
0.30831775069236755,-0.8923877477645874
-1.4873446226119995,-1.3588902950286865
0.26340270042419434,0.8088141083717346
0.28825151920318604,0.29834723472595215
-0.5926619172096252,-0.7503881454467773
-1.598955750465393,-1.084216594696045
-0.45320385694503784,0.44525885581970215
0.3465111255645752,-0.018238723278045654
-0.12480340898036957,1.0630674362182617
-0.8652846217155457,-0.42717409133911133
-0.6969443559646606,-0.6446818709373474
-0.3023289442062378,-0.8668202757835388
0.5998249650001526,-1.0468496084213257
0.8456374406814575,0.2148384153842926
-0.2133757472038269,-0.988165020942688
-0.1610562950372696,-0.16513691842556
-0.22136324644088745,-0.5158592462539673
0.04286067932844162,-0.47585293650627136
-0.050357162952423096,-0.3172299563884735
0.5388936996459961,0.1211719661951065
-0.5935596823692322,0.12087270617485046
-0.15792147815227509,0.5885153412818909
-0.06138402223587036,0.3853292167186737
-1.0341808795928955,-1.7118998765945435
0.090196892619133,0.8549670577049255
-0.8517715334892273,-1.457340955734253
0.4295427203178406,0.3729182779788971
1.0787127017974854,1.2307662963867188
0.6729043126106262,1.7357438802719116
0.6582630276679993,2.147784948348999
-0.4493074119091034,-1.0071744918823242
0.22441363334655762,0.40107205510139465
1.5293785333633423,1.6541810035705566
0.08328613638877869,0.35454899072647095
-0.6761434674263,-0.9447171092033386
0.6218835711479187,-1.1240429878234863
0.06350433826446533,-0.1407833695411682
-0.19827182590961456,0.48149845004081726
-0.4841326177120209,-0.37483322620391846
0.577002763748169,-0.1292208731174469
-0.16847926378250122,0.3311738967895508
0.647853434085846,0.79440838098526
1.015474557876587,0.6519784331321716
-0.5767273306846619,-1.0216341018676758
-0.49287083745002747,0.25419101119041443
-0.14381814002990723,-0.7337024807929993
-0.7866313457489014,-0.6402965188026428
-1.0390255451202393,-0.7697356939315796
-0.29180413484573364,-0.16266432404518127
-0.6900472044944763,-1.4512039422988892
-0.7664767503738403,-1.0445327758789062
-0.937981128692627,-1.892838478088379
0.5518985986709595,0.6686993837356567
-0.7296746373176575,-0.5888491868972778
0.15124072134494781,1.2233318090438843
-0.36905667185783386,0.04887085407972336
-0.18949569761753082,0.5423280000686646
-1.3748575448989868,-0.3613619804382324
-0.2654053568840027,0.08703087270259857
0.48722171783447266,0.07614538073539734
0.1640460342168808,0.5441662073135376
-0.5295337438583374,-0.01917533576488495
-0.11451894789934158,-0.7828414440155029
1.0593085289001465,0.5908253192901611
0.5749142169952393,0.5775816440582275
0.658301830291748,1.6085593700408936
2.1089985370635986,1.0392776727676392
-0.28432542085647583,0.6217871904373169
-0.372752845287323,-0.6491878032684326
1.3381788730621338,1.3073455095291138
-0.6702868342399597,-0.3650089204311371
0.4430727958679199,-0.046473268419504166
-0.6997678279876709,-0.42219147086143494
-0.7063877582550049,-1.0239899158477783
-0.9161019325256348,-1.02023446559906
-0.14965681731700897,1.3925670385360718
-0.04277796298265457,0.03862336277961731
0.040870919823646545,-0.19962435960769653
-0.258244127035141,-0.03991398960351944
0.13199667632579803,-0.1912243515253067
-0.4676607847213745,0.36845284700393677
-0.9372450113296509,-1.2586987018585205
0.1268283724784851,1.0321685075759888
-0.34273242950439453,-1.6205124855041504
-0.45080626010894775,-0.9146541357040405
-0.15053674578666687,0.389629602432251
1.644995093345642,1.4259750843048096
-0.9692326784133911,-0.5211904048919678
0.5418423414230347,1.3130065202713013
0.249111607670784,0.05370151996612549
0.45202213525772095,0.4453076124191284
-0.005569688975811005,-0.527620255947113
-0.19977398216724396,0.31715691089630127
-0.09451159834861755,0.37275585532188416
1.1624407768249512,1.4140046834945679
0.6600737571716309,1.3883023262023926
0.20954462885856628,-0.360399067401886
1.0924670696258545,0.08485376834869385
-0.18349140882492065,-0.6562013626098633
-0.4628816843032837,-0.8688925504684448
-1.8425703048706055,-1.2508896589279175
-0.6179059147834778,-0.07955160737037659
0.23761016130447388,-0.85748690366745
-0.2369476705789566,-0.6422733664512634
-0.04688633233308792,-1.534379482269287
-0.5095444917678833,-0.3930278718471527
-0.40698784589767456,-0.07529240846633911
0.1560954749584198,-0.007606804370880127
-0.2431071400642395,0.9136101007461548
-0.6073961853981018,-0.2560715973377228
-0.24801431596279144,-0.4621419906616211
-0.4918064475059509,-0.7069056630134583
-0.2630249559879303,-0.042772144079208374
-0.8739581108093262,-1.5739256143569946
0.28822481632232666,0.5964834690093994
-0.10417170077562332,-1.1199191808700562
0.3877068758010864,0.9249222874641418
-0.3116397261619568,-0.645298421382904
-1.221684217453003,-1.4640644788742065
-1.368880033493042,-1.651647925376892
0.35448119044303894,0.2976837456226349
-0.33982032537460327,-0.5547817349433899
-0.40460678935050964,-0.23836812376976013
-0.6701082587242126,-0.15091225504875183
-0.8328355550765991,-0.7129040956497192
-0.7222412824630737,-1.0428122282028198
-0.057266414165496826,-0.06495293974876404
-0.15844225883483887,0.12156831473112106
-1.0237754583358765,-0.44923287630081177
-0.14470747113227844,0.5052613615989685
0.27075380086898804,-0.31640031933784485
0.831734299659729,-0.8042763471603394
1.1028763055801392,1.2472755908966064
0.08123598247766495,0.2827599048614502
0.6379925012588501,0.5776515007019043
-0.25954490900039673,-0.5169742107391357
-0.3355083763599396,0.2714405357837677
0.5960830450057983,-0.7443183064460754
-0.2493138611316681,-0.33751559257507324
0.5640468597412109,0.09054898470640182
0.8767427802085876,1.0601954460144043
-0.17471228539943695,-0.2539016902446747
0.37842482328414917,-0.02233993262052536
-1.0073051452636719,-0.9742523431777954
-0.9357717633247375,-1.0451023578643799
-0.30351412296295166,-0.7832233905792236
-0.8509650230407715,-0.633491575717926
-0.22582778334617615,0.3176767826080322
0.26009416580200195,0.09093334525823593
-0.5691898465156555,0.3716159164905548
0.8553388714790344,0.5119038820266724
-0.507234513759613,-0.36823228001594543
-0.20366603136062622,-1.1090857982635498
0.4342092275619507,0.845666229724884
-0.14835642278194427,-1.0954533815383911
-0.14775042235851288,-0.5689096450805664
0.3792956471443176,-0.0005894382484257221
-0.00039811432361602783,-0.9597339034080505
0.5956342220306396,-0.29618507623672485
-0.932537853717804,-0.9297783374786377
-0.18611301481723785,-0.4657018780708313
-0.09051091223955154,-0.33833569288253784
-0.8077108263969421,-0.9313008785247803
1.1103081703186035,1.245496153831482
0.07023684680461884,-0.5349104404449463
0.11959151923656464,0.19402563571929932
-0.9101058840751648,-1.3185018301010132
0.5896055698394775,0.45048069953918457
0.4995863139629364,-0.337074339389801
0.29050636291503906,0.19622711837291718
-0.5841648578643799,0.5292609333992004
0.6953582763671875,0.937596321105957
-0.9132708311080933,-0.5999842882156372
0.4762646555900574,-0.5128266215324402
-0.21790117025375366,-1.3557870388031006
0.07841894030570984,0.7133640050888062
0.2719109356403351,0.27634742856025696
0.13066446781158447,-0.3747757077217102
-1.2104668617248535,-0.07062268257141113
0.5907087326049805,0.46248823404312134
-0.8539177179336548,-0.6217034459114075
-0.22347229719161987,-0.636832594871521
1.4044063091278076,0.8039180636405945
-0.3721862733364105,0.20197822153568268
-0.03768743574619293,-0.5860534906387329
0.30544841289520264,-0.07726182788610458
-0.7276389002799988,-0.6941788792610168
0.05806639790534973,-1.2996935844421387
0.11124473810195923,1.5630866289138794
0.482174277305603,0.04787856340408325
-0.27634698152542114,-0.6015647053718567
-0.2006121575832367,-0.29996156692504883
0.9191633462905884,0.906623363494873
-0.5273884534835815,-1.5035730600357056
0.6614804267883301,0.7586586475372314
0.23142366111278534,0.25315478444099426
0.5410283803939819,-0.5319071412086487
0.14153070747852325,-0.4002227783203125
0.4340602159500122,0.6206108927726746
-0.012810423970222473,0.13154959678649902
0.8399818539619446,0.7490394115447998
-0.36570578813552856,0.05854012072086334
1.2559868097305298,0.3711637258529663
0.39313259720802307,-0.2697853147983551
-0.5187520384788513,-0.38199520111083984
-0.31858378648757935,-0.23878313601016998
-0.41187185049057007,-0.6345395445823669
-0.4921506643295288,-0.6836608052253723
-0.6825048923492432,-1.2489296197891235
0.09369733929634094,0.5196771621704102
-0.23605506122112274,-0.2816424071788788
-0.4043233394622803,-0.20140515267848969
0.7009567618370056,1.9838324785232544
0.3218578100204468,-0.1725785881280899
-0.314874529838562,-1.5421425104141235
0.2726598381996155,-0.6155461072921753
0.5235549211502075,-0.6824284791946411
0.4498237371444702,-0.30056285858154297
-0.7309790849685669,0.09321881830692291
0.7134220004081726,-0.7294044494628906
-0.32094383239746094,-0.692353367805481
-0.4406794011592865,-0.439402312040329
0.06156565248966217,0.051716167479753494
