train_loss,val_loss
0.33304863972655424,0.28162106731906533
0.2347553717434829,0.2513127001002431
0.19396595678008194,0.24071927182376385
0.16774547168760434,0.2332149976864457
0.1539904829246778,0.21349741984158754
0.14043520779368726,0.2065764209255576
0.13157272595146025,0.2026588898152113
0.1245423861323519,0.19232726586051285
0.11594529508064824,0.18730815406888723
0.11056816123478802,0.24125255923718214
0.10830324145813361,0.17836566315963864
0.1001862236265595,0.18922688579186797
0.0967747911229624,0.17114526382647455
0.09050381920756177,0.16672021034173667
0.0873064139580473,0.16386716649867594
0.08880077397569697,0.15994946425780654
0.0800794428544687,0.15999490302056074
0.07775963887783653,0.15707321325317025
0.07747463107848844,0.16201504855416715
0.07663410596866557,0.15320691699162126
0.0711932603718964,0.14771545422263443
0.0698712374090303,0.15568031556904316
0.0676112645668975,0.14317742199636996
0.06880868910580662,0.1406342328991741
0.06316813452710919,0.15524720586836338
0.06475386394729428,0.14001946803182364
0.06215384512716997,0.13880149414762855
0.06054894003937853,0.13783175428397954
0.06312736913773186,0.1464494033716619
0.060121041398944586,0.14723505009897053
0.05856058426888276,0.1571432752534747
0.05783148131049271,0.14668048778548837
0.05578664085226701,0.1309958714991808
0.05676521271044481,0.13470795354805887
0.056332422010864774,0.12768430029973388
0.0548701914595374,0.1271122870966792
0.053816907953286,0.13297952618449926
0.05344133553299921,0.12973633082583547
0.053452205058213666,0.1439385456033051
0.05432436265157047,0.12675136607140303
0.05227942834773385,0.1265383712016046
0.05223269041971112,0.14183446671813726
0.05272472554698904,0.12891008239239454
0.05172955005674075,0.12910531391389668
0.051118375112613045,0.12387692811898887
0.050476442110982345,0.12411845452152193
0.05037372861823714,0.15972217987291515
0.05109568936287934,0.15543484664522111
0.04985982661815823,0.12118049920536578
0.05007257196286046,0.1388768122997135
0.050472092385410415,0.1247567527461797
0.04840437628011754,0.12832130282185972
0.04907636004929424,0.13580588810145855
0.051391319510467506,0.1245169957401231
0.049589459711672564,0.12487081624567509
0.047922662822595725,0.12219877913594246
0.04817178865220952,0.14386505261063576
0.049416871292265595,0.12217088346369565
0.04976951929324485,0.13093004864640534
0.04813916783066506,0.13411645917221904
0.049517272211981156,0.13120571011677384
0.047848431763391125,0.12891460652463138
0.04835405523049916,0.12021473178174347
0.04807739378554179,0.13687884667888284
0.048232540712817344,0.12197442655451596
0.048212069304699595,0.1284120255149901
0.0473923690432141,0.12428800528869033
0.04787250411373081,0.12388645065948367
0.046981248330879716,0.12377701350487769
0.047485369224603294,0.12529966654255986
0.046354077280835904,0.12040053168311715
0.0472779873732134,0.12419480225071311
0.04675716628049705,0.12189413979649544
0.04743547441688835,0.13559238333255053
0.048051590998227714,0.12627899227663875
0.049791311633819384,0.12347084027715027
0.048494319596611865,0.15592616656795144
0.04779562689628161,0.12499935110099614
0.045641769555971975,0.13054941594600677
0.045594329291835746,0.12471512239426374
0.047124701017077934,0.12118781264871359
0.048410250891184975,0.12150267930701375
0.04600998392024784,0.12292009661905468
0.04589749303322735,0.1519603282213211
0.04773904144077014,0.12366748903878033
0.0452695655246787,0.12546880939044058
0.04631076570838056,0.12259626970626414
0.04513651588337218,0.12459036498330534
0.04599160265098227,0.12481152988038957
0.048057979144525864,0.14400090952403843
0.04604693294786815,0.12155427038669586
0.04586835373325128,0.126965876435861
0.04651853736780637,0.12170111085288227
0.04670501664175209,0.1253135115839541
0.0461721723727512,0.1310222428292036
0.047429883654447315,0.1430568837095052
0.04685536741629137,0.154900090303272
0.04922941974397247,0.13461849140003324
0.044566130397696024,0.12091156537644565
0.0445663276663486,0.12135671684518456
0.04773444986195429,0.11994679388590157
0.044451227689043006,0.12396866176277399
0.04523072739177984,0.13236191496253014
0.04771090483834557,0.1203187839128077
